"project_id","sale_id","token_id","seller_id","buyer_id","payment_token","price","block_number","timestamp"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x083f6dabf146bff099be02bed4ad4368246b33941382c04866f822a3e7ba8448","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1026","0xb27409bc4109c3cc25a035e2f2d61e9f757e7a99","0x50cde770461ef53b62e083313d64b5b274b4bb78","0x0000000000000000000000000000000000000000","1000000000000000000","11679381","1610974655"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xdb39a9b2e0167e4a778e129e78365e48addea0d69704c3959ba18a19dfbdc552","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1026","0x50cde770461ef53b62e083313d64b5b274b4bb78","0x8f903cfc0af3c2ec0d872c57538af5e071544a57","0x0000000000000000000000000000000000000000","4188800000000000000","12707193","1624677304"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x7bdcd9f0b80aecd2a456d5ae1247ae863b9b5c4906c96f1c4c7d9fbe86303b51","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1027","0x7af7ca67aa827f58e0659c52a641aee55a43b535","0xa35e95c2843dfb3d4fb213893b4d43092e677760","0x0000000000000000000000000000000000000000","630000000000000000","12685832","1624389347"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xea88f495e0a884e2b3e79966a6000ac5034f6aeae8b1ee4f09fde010dfb310f8","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1027","0xedf7b675a2fe3c27efb263fb4c204a3f0fb17d46","0x7af7ca67aa827f58e0659c52a641aee55a43b535","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","525000000000000000","11957861","1614675273"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x35e1b769d838b218f2bad2cbe5ba6d87d2a9dd4cb01d6306aeeb5f5a87510b3a","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1029","0x0d46780cfbccae5c959ee0fa93755bd02e30a1be","0x2235cd349113837ffc6d3e41ad8f64a84f3d20e5","0x0000000000000000000000000000000000000000","12000000000000000000","13058367","1629411058"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x4120b2debc07aefa6a5c8400e66cab559bc3bc8cffc0550232b6103de9a5b129","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1029","0x2235cd349113837ffc6d3e41ad8f64a84f3d20e5","0xefaef3a9b2bc9b1464c1f85715b6915de4ec659d","0x0000000000000000000000000000000000000000","17000000000000000000","13085013","1629767696"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x73026d1924114cd76c9006acf8b1c3086c14e2acebf5820d609bc0b5ffcf9c26","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1029","0x2337918436302b406c9d0b775366184799d1df88","0x0d46780cfbccae5c959ee0fa93755bd02e30a1be","0x0000000000000000000000000000000000000000","17000000000000000000","13027374","1628998395"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xa158f181757c76390dbbfc2c07864127d0e90238e4dc78abeb72587732270df1","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1029","0x9e4a9b4334f3167bc7dd35f48f2238c73f532baf","0x2337918436302b406c9d0b775366184799d1df88","0x0000000000000000000000000000000000000000","12000000000000000000","12994205","1628555645"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xe3de3b0528d777e3dc210583fa967cf3a809f4fbe0e657ff4ca36462a0dc3df8","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1029","0xe03a5189dac8182085e4adf66281f679fff2291d","0x9e4a9b4334f3167bc7dd35f48f2238c73f532baf","0x0000000000000000000000000000000000000000","7000000000000000000","12946694","1627917562"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x9eb81c8f9489eaa3a30595ecf0ade0da58cb080fb829d5be7ef414988cb4785d","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1031","0x0b7059d9e71bbd6e28677386b4c13c56b74b944d","0x6ab075abfa7cdd7b19fa83663b1f2a83e4a957e3","0x0000000000000000000000000000000000000000","4200000000000000000","12943990","1627880472"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x341688cb32bb74cfe542aed5d85db632919260158f47b4493c15860ac2f27bdd","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1032","0x6ef2376fa6e12dabb3a3ed0fb44e4ff29847af68","0x41d583936ac5db773ed486754ff9af9174244444","0x0000000000000000000000000000000000000000","13900000000000000000","13124501","1630294899"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x45d1e7535daf041efbd24f0d66ba28e48ecf29eb74ced67470d719256ba37d91","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1032","0xb27409bc4109c3cc25a035e2f2d61e9f757e7a99","0x6ef2376fa6e12dabb3a3ed0fb44e4ff29847af68","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","221100000000000000","11876015","1613586868"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x9d7e77d8090736e4deb07075f70751075c4c8eb1d169b30edd09870986134dbe","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1032","0x41d583936ac5db773ed486754ff9af9174244444","0x537037c5ae805b9d4cecab5ee07f12a8e59a15b2","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","11000000000000000000","13222362","1631602920"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xcd4eb930bc3b7a18bfd3d92b5d50962fdd2d7b4cdd8eb17fd54c0bc6976d7f49","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1035","0x8dbbca57ea56290efa14d835bbfd34faf1d89753","0x3bb3951a9f142d4d8ae3f83086e478152c8872d8","0x0000000000000000000000000000000000000000","3950000000000000000","12832475","1626365031"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xd8479e14f49dd5e6598bd64691b3a5d70ad7ee937346aee3c816e59c49f54fba","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1036","0xc22df065a81f6e0107e214991b9d7fb179d401b3","0x056590f16d5b314a132bbcfb1283fec5d5c6e670","0x0000000000000000000000000000000000000000","800000000000000000","12219476","1618155358"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xe8eac7a0c86ad6c69d8c1bd68de424f56a6ab109b0247c34e2586f652d734127","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1039","0x69d45330fff34941f2825791dfeded2145463c96","0x0d133a56c703174d5de3a9677dbae485bc9b381a","0x0000000000000000000000000000000000000000","13950000000000000000","13415264","1634200002"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x1f98c338f6e72844e99dd58314229f10f4d8b3df06840781288c1087bc833f07","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1045","0x34e801dbe0d2ad1924fee852cc9dcbfd29a9d5c4","0xb2a2a6a69e7a0ad66943f4c2869d45a9919cf740","0x0000000000000000000000000000000000000000","490000000000000000","11928150","1614280236"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x4d6f09ff9dfc49a75123701d0d22efb341ec535add20c72bea59bccc60c83bf3","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1048","0x8dbbca57ea56290efa14d835bbfd34faf1d89753","0x84e2aeabb4f48551930b79371ebcd13f55a3ea88","0x0000000000000000000000000000000000000000","3750000000000000000","12935868","1627769778"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xd1499c0242f9f71f525fd3573a6ac20c5754e90590086b867019a27aa7168568","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1024","0x8dbbca57ea56290efa14d835bbfd34faf1d89753","0xcf6165e56c3383978f6eaaf58b314af41569c0f0","0x0000000000000000000000000000000000000000","2500000000000000000","11884636","1613701899"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xd1499c0242f9f71f525fd3573a6ac20c5754e90590086b867019a27aa7168568","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1024","0x8dbbca57ea56290efa14d835bbfd34faf1d89753","0xcf6165e56c3383978f6eaaf58b314af41569c0f0","0x0000000000000000000000000000000000000000","2500000000000000000","11884636","1613701899"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x9a5dff1d3695f6bf46cb5d0ffb60367867e9bbe9a5ea90ac650bb8caeddaa333","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1053","0x442dccee68425828c106a3662014b4f131e3bd9b","0x6be5a5027ebb00c1580627e2e664aed4f0f00a76","0x0000000000000000000000000000000000000000","3140000000000000000","12844577","1626529668"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xbf004eb64ee583110c574a4b5c429d41a9c3b3dfad9dccde2b3ce8fd7fecb1ff","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1054","0x442dccee68425828c106a3662014b4f131e3bd9b","0xb1f17a4c71814cd40969f2df285a0d23b7fb48a4","0x0000000000000000000000000000000000000000","3970000000000000000","12966076","1628181635"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xf129ab3699b58337399caab4aeb4d9778f9aecf22da7f3c4effc9df0c1392111","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1055","0x442dccee68425828c106a3662014b4f131e3bd9b","0xc948454951290bbb83e6d56e6fee5e9653750e7f","0x0000000000000000000000000000000000000000","690000000000000000","12219773","1618159023"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x84be7ed0d0d287bd3b4ed5095901d5c1eadab9413645736cc16dfc0c5f55a7d1","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1056","0x8dbbca57ea56290efa14d835bbfd34faf1d89753","0x8b0c8c18993a31f57e60d81761f532ef14633153","0x0000000000000000000000000000000000000000","8250000000000000000","13024925","1628966121"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x2e966376cff7c35b8c9f5c0910b6a1a48e49d6fe802f64f5e21d540515d0f606","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1057","0x8dbbca57ea56290efa14d835bbfd34faf1d89753","0x99b24c45532f918e24ebf80781798bbe761a1e3e","0x0000000000000000000000000000000000000000","15990000000000000000","13129283","1630358515"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x7c2a71311d3fe50092b0677bc4597e060854a3e5b366407d70d5d49d3d847a20","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1057","0x99b24c45532f918e24ebf80781798bbe761a1e3e","0x8c0d2b62f133db265ec8554282ee60eca0fd5a9e","0x0000000000000000000000000000000000000000","10250000000000000000","13476288","1635025248"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x458f677612a50f8f60f20be928e41e591ab82879bef5541ce0d627d1cf5ac751","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1058","0x8dbbca57ea56290efa14d835bbfd34faf1d89753","0xe1471b2a4fa06ce0eb783f34a29b5e897d306ffd","0x0000000000000000000000000000000000000000","9200000000000000000","11978474","1614949760"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x68f2ab1840202f711e8730697a9d3da4d83db4e65994bfa9eff63b6634bdac1b","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1061","0x8dbbca57ea56290efa14d835bbfd34faf1d89753","0x6491bce963fcae210b7c843c4829202dc2479c03","0x0000000000000000000000000000000000000000","9990000000000000000","12992626","1628534303"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x5b0a950473b4d1d07c276baf987afb20b3aa1e266d96d7de68f4cd57054f1fad","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1066","0x8c9897c494deaa0e0b642f33770072ef5bcbf73d","0x9e199d8a3a39c9892b1c3ae348a382662dcbaa12","0x0000000000000000000000000000000000000000","890000000000000000","12286647","1619048899"
